tweet,stemming
"['polisi', 'indo', 'kgk', 'beda', 'polisi', 'india', 'parah', 'kali', 'kalok', 'langsung', 'lapor', 'aja', 'sosmed', 'lapor', 'polisi', 'yg', 'ejek', 'doang', 'wkwk', 'percumalaporpolisi', 'https', 't', 'co', 'ezdg', 'knet']",polisi indo kgk beda polisi india parah kali kalok langsung lapor aja sosmed lapor polisi yg ejek doang wkwk percumalaporpolisi https t co ezdg knet
"['penyebab', 'percumalaporpolisi', 'bergema', 'kecewa', 'baim', 'dota', 'time', 'out', 'bayar', 'pajak', 'seragam', 'gaji', 'peralatan', 'semoga', 'jokowipresidenjenius', 'paham', 'https', 't', 'co', 'lie', 'gofnpu']",sebab percumalaporpolisi gema kecewa baim dota time out bayar pajak seragam gaji alat moga jokowipresidenjenius paham https t co lie gofnpu
"['jaksa', 'kejaksaan', 'jawa', 'timur', 'melaporkan', 'kehilangan', 'surat', 'salah', 'polsek', 'tetapsaja', 'permintaan', 'uang', 'kopi', 'anggaran', 'kejaksaan', 'miskin', 'hati', 'nurani', 'percumalaporpolisi']",jaksa jaksa jawa timur lapor hilang surat salah polsek tetapsaja minta uang kopi anggar jaksa miskin hati nurani percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['baim', 'dita', 'time', 'out', 'bingung', 'percumalaporpolisi', 'muncul', 'nonton', 'video', 'dibawah', 'jokowipresidenjenius', 'diam', 'https', 't', 'co', 'rvz', 'rvygzn']",baim dita time out bingung percumalaporpolisi muncul nonton video bawah jokowipresidenjenius diam https t co rvz rvygzn
"['baim', 'dita', 'time', 'out', 'menarik', 'perhatian', 'pdip', 'peduli', 'percumalaporpolisi', 'harap', 'isi', 'peti', 'es', 'berkurang', 'habis', 'korban', 'https', 't', 'co', 'yzomabikro']",baim dita time out tarik perhati pdip peduli percumalaporpolisi harap isi peti es kurang habis korban https t co yzomabikro
"['tagar', 'percumalaporpolisi', 'kompolnas', 'https', 't', 'co', 'h', 'ygofelw']",tagar percumalaporpolisi kompolnas https t co h ygofelw
"['tvonenews', 'percumalaporpolisi', 'terbukti', 'lapor', 'saksi', 'status', 'saksi', 'tersangka', 'tinggal', 'bap', 'kepolisian', 'uud', 'percumalaporpolisi']",tvonenews percumalaporpolisi bukti lapor saksi status saksi sangka tinggal bap polisi uud percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['percumalaporpolisi', 'kali']",percumalaporpolisi kali
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'korban', 'tersangka', 'dlm', 'bijimana', 'ceritanyeee', 'kasusu', 'pedagang', 'aniaya', 'preman', 'preman', 'lapor', 'karna', 'dicakar', 'ancur', 'indonesia', 'kl', 'aparat', 'hukumnya']",percumalaporpolisi korban sangka dlm bijimana ceritanyeee kasusu dagang aniaya preman preman lapor karna cakar ancur indonesia kl aparat hukum
"['ndons', 'back', 'percumalaporpolisi']",ndons back percumalaporpolisi
"['percumalaporpolisi', 'gua', 'hp', 'gua', 'kejambret', 'dibantu', 'orang', 'disuruh', 'lapor', 'polisi', 'terdekat', 'langsung', 'lapor', 'polisinya', 'bilang', 'maaf', 'daerah', 'memproses', 'nya', 'lokasi', 'gua', 'kejambret', 'sm', 'kantor', 'deket', 'bgt']",percumalaporpolisi gua hp gua jambret bantu orang suruh lapor polisi dekat langsung lapor polisi bilang maaf daerah proses nya lokasi gua jambret sm kantor deket bgt
['percumalaporpolisi'],percumalaporpolisi
"['kehilangan', 'udah', 'lapor', 'cctv', 'tindakan', 'polisi', 'percumalaporpolisi', 'https', 't', 'co', 'uuihlae', 'fd']",hilang udah lapor cctv tindak polisi percumalaporpolisi https t co uuihlae fd
['percumalaporpolisi'],percumalaporpolisi
"['erna', 'st', 'mending', 'hakimi', 'sendirilah', 'percumalaporpolisi']",erna st mending hakim sendiri percumalaporpolisi
"['geloraco', 'emang', 'tagar', 'percumalaporpolisi', 'sih', 'kudet', 'nih', 'tagar', 'percumalaporpolisi']",geloraco emang tagar percumalaporpolisi sih kudet nih tagar percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['detikcom', 'ya', 'monggo', 'kasi', 'contoh', 'x', 'konkrit', 'aja', 'biar', 'nyata', 'gitu', 'kalo', 'gak', 'percumalaporpolisi', 'simple', 'follow', 'up', 'https', 't', 'co', 'qzrbhzaiqk']",detikcom ya monggo kasi contoh x konkrit aja biar nyata gitu kalo gak percumalaporpolisi simple follow up https t co qzrbhzaiqk
"['tempodotco', 'percumalaporpolisi']",tempodotco percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['beckzjr', 'mangkohjay', 'percumalaporpolisi', 'percumalaporpolisi']",beckzjr mangkohjay percumalaporpolisi percumalaporpolisi
"['detikcom', 'yah', 'gitu', 'percumalaporpolisi']",detikcom yah gitu percumalaporpolisi
"['agussun', 'rohmanmomo', 'lapor', 'polisi', 'ditilang', 'membawa', 'ikan', 'motor', 'dagangan', 'motor', 'barang', 'mengganggu', 'pengguna', 'jalan', 'klo', 'gak', 'gila', 'elo', 'bego', 'percumalaporpolisi']",agussun rohmanmomo lapor polisi tilang bawa ikan motor dagang motor barang ganggu guna jalan klo gak gila elo bego percumalaporpolisi
"['yg', 'kepala', 'arisan', 'melarikan', 'uang', 'melapor', 'percumalaporpolisi']",yg kepala arisan lari uang lapor percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['kompolnas', 'tagar', 'percumalaporpolisi', 'selesaikan', 'https', 'https', 't', 'co', 'gmdt', 'mlb', 'https', 't', 'co', 'jgd', 'rsjge']",kompolnas tagar percumalaporpolisi selesai https https t co gmdt mlb https t co jgd rsjge
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['detikcom', 'yah', 'gitu', 'percumalaporpolisi']",detikcom yah gitu percumalaporpolisi
"['pagi', 'baca', 'vangke', 'emang', 'percumalaporpolisi']",pagi baca vangke emang percumalaporpolisi
"['u', 'need', 'money', 'paid', 'to', 'do', 'their', 'job', 'percumalaporpolisi']",u need money paid to do their job percumalaporpolisi
"['percumalaporpolisi', 'polisi', 'tolong', 'remeh', 'yg', 'selesaikan', 'kekeluargaan']",percumalaporpolisi polisi tolong remeh yg selesai keluarga
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['bayangkan', 'isi', 'peti', 'es', 'poldasulsel', 'tragediluwu', 'man', 'teman', 'percumalaporpolisi', 'berpeluang', 'jokowipresidenjenius', 'diam', 'let', 'see', 'https', 't', 'co', 'rvjg', 'btcyd']",bayang isi peti es poldasulsel tragediluwu man teman percumalaporpolisi peluang jokowipresidenjenius diam let see https t co rvjg btcyd
"['kompolnas', 'tagar', 'percumalaporpolisi', 'selesaikan', 'https', 't', 'co', 'nj', 'sobam']",kompolnas tagar percumalaporpolisi selesai https t co nj sobam
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['komisi', 'kepolisian', 'nasional', 'kompolnas', 'berkomentar', 'terkait', 'tagar', 'percumalaporpolisi', 'pernyataannya', 'https', 't', 'co', 'cschnr', 'k']",komisi polisi nasional kompolnas komentar kait tagar percumalaporpolisi nyata https t co cschnr k
"['https', 't', 'co', 'tekvwzby', 'indarti', 'poengki', 'optimistis', 'tdk', 'menyelesaikan', 'komisi', 'kepolisian', 'nasional', 'kompolnas', 'berkomentar', 'terkait', 'tagar', 'percumalaporpolisi']",https t co tekvwzby indarti poengki optimistis tdk selesai komisi polisi nasional kompolnas komentar kait tagar percumalaporpolisi
"['suka', 'bahas', 'baim', 'dita', 'time', 'out', 'dibanding', 'isi', 'peti', 'es', 'korban', 'percumalaporpolisi', 'menimpa', 'https', 't', 'co', 'jqttugsfot']",suka bahas baim dita time out banding isi peti es korban percumalaporpolisi timpa https t co jqttugsfot
"['auliaaherdiana', 'mama', 'tonjok', 'suaminya', 'trus', 'lapor', 'polisi', 'responnya', 'biasalah', 'bu', 'namanya', 'rumah', 'tangga', 'percumalaporpolisi']",auliaaherdiana mama tonjok suami trus lapor polisi responnya biasa bu nama rumah tangga percumalaporpolisi
"['gakmaupakenamaa', 'anotherme', 'kehilangan', 'kartu', 'atm', 'suratnya', 'aja', 'kudu', 'bayar', 'k', 'njir', 'percumalaporpolisi']",gakmaupakenamaa anotherme hilang kartu atm surat aja kudu bayar k njir percumalaporpolisi
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['mengkerek', 'percumalaporpolisi', 'berhubungan', 'isi', 'peti', 'es', 'kabar', 'jokowipresidenjenius', 'https', 't', 'co', 'fkzxhh', 'uqv']",kerek percumalaporpolisi hubung isi peti es kabar jokowipresidenjenius https t co fkzxhh uqv
['percumalaporpolisi'],percumalaporpolisi
"['tempodotco', 'joserasyid', 'lg', 'tagar', 'percumalaporpolisi']",tempodotco joserasyid lg tagar percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['sambatsejenak', 'percumalaporpolisi']",sambatsejenak percumalaporpolisi
"['txtdrpemerintah', 'lho', 'percumalaporpolisi']",txtdrpemerintah lho percumalaporpolisi
"['tagar', 'percumalaporpolisi', 'sungguh', 'yg', 'kualami']",tagar percumalaporpolisi sungguh yg alam
"['tvonenews', 'dasar', 'konyol', 'percumalaporpolisi']",tvonenews dasar konyol percumalaporpolisi
"['tvonenews', 'percumalaporpolisi', 'duh']",tvonenews percumalaporpolisi duh
"['captendelicious', 'percumalaporpolisi', 'wew', 'ndak', 'tau', 'gimana']",captendelicious percumalaporpolisi wew ndak tau gimana
"['jujur', 'ngga', 'lapor', 'kantor', 'polisi', 'urusan', 'berat', 'parahnya', 'kah', 'sistem', 'pelaporan', 'disana', 'sampe', 'muncul', 'taggar', 'percumalaporpolisi', 'berisikan', 'keluh', 'kesah', 'masyarakat', 'sulitnya', 'dapet', 'akses', 'minimal', 'laporannya', 'diurus', 'gitu', 'loh']",jujur ngga lapor kantor polisi urus berat parah kah sistem lapor sana sampe muncul taggar percumalaporpolisi risi keluh kesah masyarakat sulit dapet akses minimal lapor urus gitu loh
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['indahsuci', 'wkwk', 'percumalaporpolisi']",indahsuci wkwk percumalaporpolisi
"['percumalaporpolisi', 'kacau', 'ya', 'mil', 'viewers', 'tiktok', 'amp', 'trending', 'twitter', 'gw', 'x', 'rumah', 'kerampokan', 'duren', 'sawit', 'udah', 'lapor', 'gaada', 'tindakan', 'feedback', 'https', 't', 'co', 'pvpjwp', 'rx']",percumalaporpolisi kacau ya mil viewers tiktok amp trending twitter gw x rumah rampok duren sawit udah lapor gaada tindak feedback https t co pvpjwp rx
"['vivacoid', 'salah', 'contoh', 'carut', 'marutnya', 'hukum', 'negeri', 'wakanda', 'percumalaporpolisi']",vivacoid salah contoh carut marut hukum negeri wakanda percumalaporpolisi
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
"['txtdrimedia', 'percumalaporpolisi', 'payah']",txtdrimedia percumalaporpolisi payah
"['rohmanmomo', 'percumalaporpolisi', 'kemaren', 'isapan', 'jempol', 'ya']",rohmanmomo percumalaporpolisi kemaren isap jempol ya
"['penasaran', 'syarat', 'polisi', 'aja', 'sih', 'tes', 'nya', 'psikotes', 'nya', 'kayak', 'gmn', 'sih', 'gini', 'output', 'nya', 'percumalaporpolisi', 'https', 't', 'co', 'imvcnpe']",penasaran syarat polisi aja sih tes nya psikotes nya kayak gmn sih gin output nya percumalaporpolisi https t co imvcnpe
"['meluapnya', 'percumalaporpolisi', 'bentuk', 'solidaritas', 'pekan', 'semoga', 'pekan', 'teratasi']",luap percumalaporpolisi bentuk solidaritas pekan moga pekan atas
"['abangdaus', 'bisjaad', 'us', 'haha', 'kalo', 'penemuan', 'bahaya', 'gini', 'dilaporin', 'polisi', 'jd', 'jg', 'kali', 'yg', 'bikin', 'rame', 'tagar', 'percumalaporpolisi']",abangdaus bisjaad us haha kalo temu bahaya gin dilaporin polisi jd jg kali yg bikin rame tagar percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['tvonenews', 'percumalaporpolisi']",tvonenews percumalaporpolisi
"['gongjin', 'gak', 'rame', 'hestek', 'percumalaporpolisi']",gongjin gak rame hestek percumalaporpolisi
"['nanyain', 'kabarnya', 'ms', 'apdetnya', 'ya', 'keadilanuntukms', 'percumalaporpolisi']",nanyain kabar ms apdetnya ya keadilanuntukms percumalaporpolisi
"['mas', 'loko', 'emang', 'bener', 'lapor', 'medsos', 'karna', 'percumalaporpolisi']",mas loko emang bener lapor medsos karna percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['sulaxonno', 'galihgumy', 'clina', 'percumalaporpolisi']",sulaxonno galihgumy clina percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['all', 'of', 'license', 'has', 'been', 'applied', 'tax', 'has', 'been', 'paid', 'full', 'and', 'not', 'late', 'and', 'then', 'i', 'want', 'to', 'go', 'the', 'office', 'for', 'report', 'that', 'someone', 'of', 'their', 'oknum', 'doing', 'illegal', 'fees', 'eh', 'another', 'illegal', 'fees', 'percumalaporpolisi']",all of license has been applied tax has been paid full and not late and then i want to go the office for report that someone of their oknum doing illegal fees eh another illegal fees percumalaporpolisi
"['captendelicious', 'suruh', 'polisi', 'tidur', 'aja', 'lahh', 'percumalaporpolisi']",captendelicious suruh polisi tidur aja lahh percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['beckzjr', 'institusi', 'bayaran', 'yaa', 'sh', 'perutnya', 'pd', 'gendut', 'percumalaporpolisi', 'percumalaporpolisi']",beckzjr institusi bayar yaa sh perut pd gendut percumalaporpolisi percumalaporpolisi
"['tempodotco', 'iya', 'percumalaporpolisi', 'percumalaporpolisi']",tempodotco iya percumalaporpolisi percumalaporpolisi
"['tvindonesiawkwk', 'percumalaporpolisi', 'kalok', 'gak', 'sembayang', 'gunanyaa']",tvindonesiawkwk percumalaporpolisi kalok gak sembayang gunanyaa
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['percumalaporpolisi', 'dipalak']",percumalaporpolisi palak
"['kennol', 'percumalaporpolisi']",kennol percumalaporpolisi
"['pitakuning', 'pandji', 'abdurarsyad', 'bang', 'pandji', 'angkat', 'percumalaporpolisi', 'siniar', 'hiduplah', 'indonesia', 'maya', 'yg', 'kemarin', 'rame']",pitakuning pandji abdurarsyad bang pandji angkat percumalaporpolisi siar hidup indonesia maya yg kemarin rame
['percumalaporpolisi'],percumalaporpolisi
"['kawal', 'keadilan', 'percumalaporpolisi']",kawal adil percumalaporpolisi
"['percumalaporpolisi', 'sadar', 'tajam', 'kebawah', 'tumpul', 'keatas', 'jokowipresidenjenius', 'bertindak', 'biar', 'pelecehan', 'https', 't', 'co', 'mllg', 'cqfm']",percumalaporpolisi sadar tajam bawah tumpul atas jokowipresidenjenius tindak biar leceh https t co mllg cqfm
"['when', 'polisi', 'said', 'kalo', 'kaya', 'polisi', 'polisi', 'pengabdian', 'hueheeeeee', 'mengakak', 'sampe', 'disuruh', 'denda', 'tilang', 'rokok', 'bungkus', 'sampoerna', 'percumalaporpolisi']",when polisi said kalo kaya polisi polisi abdi hueheeeeee akak sampe suruh denda tilang rokok bungkus sampoerna percumalaporpolisi
"['tempodotco', 'joserasyid', 'percumalaporpolisi', 'takut', 'kayak', 'medan', 'korban', 'penganiayaan', 'tersangka']",tempodotco joserasyid percumalaporpolisi takut kayak medan korban aniaya sangka
"['auliaaherdiana', 'kehilangan', 'motor', 'lapor', 'polsek', 'bap', 'dibentak', 'bentak', 'bohong', 'biar', 'klaim', 'asuransi', 'tkp', 'boro', 'gitu', 'bokap', 'kehilangan', 'bpkb', 'mobil', 'dibentak', 'bentak', 'bikin', 'bap', 'bpk']",auliaaherdiana hilang motor lapor polsek bap bentak bentak bohong biar klaim asuransi tkp boro gitu bokap hilang bpkb mobil bentak bentak bikin bap bpk
"['percumalaporpolisi', 'menjalar', 'tetangga', 'pelecehan', 'membuka', 'berstatus', 'peti', 'es', 'jokowipresidenjenius', 'diuji', 'https', 't', 'co', 'pqdquy', 'hon']",percumalaporpolisi jalar tetangga leceh buka status peti es jokowipresidenjenius uji https t co pqdquy hon
"['rohmanmomo', 'https', 't', 'co', 'cfp', 'bidhxm', 'percumalaporpolisi', 'percumalaporpolisi']",rohmanmomo https t co cfp bidhxm percumalaporpolisi percumalaporpolisi
"['selamat', 'pagi', 'pek', 'percumalaporpolisi', 'jokowibohonglagi']",selamat pagi pek percumalaporpolisi jokowibohonglagi
"['auliaaherdiana', 'nih', 'kehilangan', 'tas', 'laptop', 'mal', 'pejaten', 'village', 'lapor', 'polsek', 'pancoran', 'bilang', 'ga', 'tau', 'pejaten', 'village', 'dimana', 'jaraknya', 'ga', 'km', 'udah', 'gitu', 'uang', 'bayar', 'kertas', 'percumalaporpolisi']",auliaaherdiana nih hilang tas laptop mal pejaten village lapor polsek pancoran bilang ga tau pejaten village mana jarak ga km udah gitu uang bayar kertas percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['polisi', 'polisiindonesia', 'polisimiliter', 'polisi', 'indonesia', 'polisirepublikindonesia', 'polisisahabatmasyarakat', 'polisihebat', 'polisiterbaikindonesia', 'polri', 'polriindonesia', 'polripromoter', 'polrihumanis', 'polriuntukindonesia', 'percumalaporpolisi', 'percumalaporpolisi', 'media', 'berita', 'viral']",polisi polisiindonesia polisimiliter polisi indonesia polisirepublikindonesia polisisahabatmasyarakat polisihebat polisiterbaikindonesia polri polriindonesia polripromoter polrihumanis polriuntukindonesia percumalaporpolisi percumalaporpolisi media berita viral
"['tvonenews', 'universitas', 'fakultas', 'hukum', 'kelakuan', 'aparat', 'hukum', 'percumalaporpolisi', 'percumalaporpolisi']",tvonenews universitas fakultas hukum laku aparat hukum percumalaporpolisi percumalaporpolisi
"['ngakunya', 'oknum', 'merata', 'daerah', 'maen', 'percumalaporpolisi']",ngakunya oknum rata daerah maen percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['a', 'friend', 'of', 'mine', 'got', 'his', 'beat', 'stolen', 'at', 'night', 'in', 'we', 'went', 'to', 'the', 'police', 'station', 'in', 'the', 'morning', 'the', 'police', 'printed', 'out', 'a', 'missing', 'report', 'they', 'said', 'they', 'will', 'try', 'to', 'find', 'it', 'that', 'was', 'the', 'first', 'and', 'last', 'time', 'we', 'ever', 'heard', 'back', 'from', 'them', 'percumalaporpolisi']",a friend of mine got his beat stolen at night in we went to the police station in the morning the police printed out a missing report they said they will try to find it that was the first and last time we ever heard back from them percumalaporpolisi
"['stelah', 'dwifungsi', 'polisi', 'polisi', 'dimana', 'masyarakat', 'menganggap', 'percumalaporpolisi']",stelah dwifungsi polisi polisi mana masyarakat anggap percumalaporpolisi
"['tempodotco', 'percumalaporpolisi']",tempodotco percumalaporpolisi
"['txtdrpemerintah', 'tagar', 'berguna', 'percumalaporpolisi']",txtdrpemerintah tagar guna percumalaporpolisi
"['rohmanmomo', 'udah', 'gak', 'heran', 'isilop', 'ngebantu', 'nanya', 'no', 'plat', 'percumalaporpolisi']",rohmanmomo udah gak heran isilop ngebantu nanya no plat percumalaporpolisi
"['kejadian', 'x', 'musibah', 'infokan', 'no', 'plat', 'kendaraannya', 'penyidik', 'bilang', 'palsu', 'pesimis', 'banget', 'polisi', 'percumalaporpolisi']",jadi x musibah info no plat kendara sidik bilang palsu pesimis banget polisi percumalaporpolisi
"['rohmanmomo', 'yg', 'nanya', 'blm', 'liat', 'hashtag', 'percumalaporpolisi', 'kali', 'ya', 'btw', 'smg', 'cpt', 'pulih', 'bang', 'spy', 'bs', 'nyari', 'rejeki', 'mdh', 'an', 'abis', 'ditambah', 'rejekinya']",rohmanmomo yg nanya blm liat hashtag percumalaporpolisi kali ya btw smg cpt pulih bang spy bs nyari rejeki mdh an abis tambah rejekinya
"['percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi
"['narrputri', 'frostypluff', 'txtdrpemerintah', 'percumalaporpolisi', 'yaaaa']",narrputri frostypluff txtdrpemerintah percumalaporpolisi yaaaa
['percumalaporpolisi'],percumalaporpolisi
"['kaget', 'serius', 'berita', 'nyata', 'kalo', 'percumalaporpolisi', 'hrus', 'berlindung', 'kemana']",kaget serius berita nyata kalo percumalaporpolisi hrus lindung mana
['percumalaporpolisi'],percumalaporpolisi
"['republikaonline', 'divhumas', 'polri', 'gimana', 'kena', 'uu', 'ite', 'ngga', 'ah', 'lupakan', 'percumalaporpolisi']",republikaonline divhumas polri gimana kena uu ite ngga ah lupa percumalaporpolisi
"['abu', 'waras', 'd', 'jawabannya', 'percumalaporpolisi']",abu waras d jawab percumalaporpolisi
"['republikaonline', 'kebelet', 'pujian', 'never', 'ending', 'pencitraan', 'kebohongan', 'percumalaporpolisi']",republikaonline kebelet puji never ending citra bohong percumalaporpolisi
